Eventi da inserire - dev
Id;EventName;Description;Category;StartDate;EndDate;Link;HighlightEvent;Creator;CreatorLogo;TopImage;BottomImage;Mode;SdgImage;SdgTag;Region;Address;Latitude;Longitude
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Matera, Italia;40,666379;16,6043199
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Potenza, Italia;40,6404067;15,8056041
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Bari, Italia;41,1171432;16,8718715
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Barletta-Andria-Trani, Italia;41,2004543;16,2051484
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Brindisi, Italia;40,6327278;17,9417616
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Foggia, Italia;41,4621984;15,5446302
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Lecce, Italia;40,3515155;18,1750161
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Taranto, Italia;40,4643606;17,2470303
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Catanzaro, Italia;38,9097919;16,5876516
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Crotone, Italia;39,0807932;17,1271102
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Cosenza, Italia;39,2982629;16,2537357
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Reggio Calabria, Italia;38,1113006;15,6472914
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Vibo Valentia, Italia;38,6757774;16,0983488
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Agrigento, Italia;37,3088512;13,5857528
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Catania, Italia;37,5078772;15,0830304
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Caltanissetta, Italia;37,4901115;14,0628928
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Enna, Italia;37,5676498;14,2798573
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Palermo, Italia;38,11569;13,3614868
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Messina, Italia;38,1937335;15,5542057
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Ragusa, Italia;36,9269273;14,7255129
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Trapani, Italia;38,0173505;12,5365171
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Siracusa, Italia;37,0754739;15,2865861
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Cagliari, Italia;39,2238411;9,1216613
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Oristano, Italia;39,906182;8,5883863
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Nuoro, Italia;40,3202421;9,3264377
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Sassari, Italia;40,7259269;8,5556826
;Plastic Free - Gruppo locale Cleanup;Trova il tuo gruppo locale e partecipa a numerosi cleanup per ripulire il Pianeta e diventare un Eroe del Cambiamento!;5;;;https://www.plasticfreeonlus.it/dettaglio/elenco-referenti;;;https://media-exp1.licdn.com/dms/image/C4D0BAQHHV40hBmSEwA/company-logo_200_200/0/1560717023485?e=2147483647&v=beta&t=W9IQ86jIydYpSDp5dmRlNdcYBbwJFReIiNSX00QxT8U;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fmosaico-prossimi-eventi-new.png&w=640&q=75;https://www.plasticfreeonlus.it/_next/image?url=%2Fimages%2Fprogetti%2Fmosaico-mani.jpg&w=2048&q=75;In presenza;14-15;;;Sud Sardegna, Italia;39,5560012;8,9245343
;2hands Macerata;"2hands Macerata è un'associazione no-profit per tutela ambientale che fa parte della rete 2hands Organization, organizzazione nata nel 2018 a Molfetta (BA).
Ci occupiamo principalmente di bonificare il territorio attraverso interventi (cleanup), sviluppare progetti green e sensibilizzare la comunità sul tema ambientale andando nelle scuole e organizzando eventi.";5;;;www.2handsorganization.com;;;https://2handsorganization.com/wp-content/uploads/2021/11/2handslogo.png.webp;https://2handsorganization.com/wp-content/uploads/2021/11/DSC_0329-2-1024x673.jpg.webp;https://2handsorganization.com/wp-content/uploads/2022/03/land-saviors-1.png.webp;In presenza;14-15;;;Macerata (MC, 62100);43,2984268;13,4534767
;Climate Change & Sustainability;The 2nd World Conference on Climate Change & Sustainability (Climate Week 2023) is the annual gathering of climate leaders from the academic, business, public and nonprofit sectors, runs with this year’s theme: “Advancing Nature and Positive Solutions for Net Zero and Sustainable Future“.;4;2023-10-16;2023-10-18;https://climateweek.thepeopleevents.com/;;;;https://climateweek.thepeopleevents.com/wp-content/uploads/2021/07/GlobalWarming-HERO.jpg;;In presenza + online;13;;;Roma, Italia;41,9027835;12,4963655
;Fourth EU Clean Air Forum (2023);The fourth Clean Air Forum will bring together clean air stakeholders and interested parties from across the European Union including competent authorities of the Member States at all relevant levels, the Commission, industry, civil society, and the scientific community for several days of intense dialogue on main clean air issues.;4;2023-11-23;2023-11-24;https://environment.ec.europa.eu/events/fourth-eu-clean-air-forum-2023-2023-11-23_en;;;;https://environment.ec.europa.eu/sites/default/files/2023-02/LOGO%20with%20hashtag_1114470705.png;https://environment.ec.europa.eu/themes/contrib/oe_theme/dist/ec/images/logo/positive/logo-ec--en.svg;In presenza + online;3;;;Rotterdam, Netherlands;51,9244201;4,4777325
;Corso di formazione - Sostenibilità, finanza e impatto sul valore d'impresa;Il programma partirà ad ottobre 2023, sarà in formula weekend (venerdì + sabato mattina) e tra moduli core e lezioni distintive avrà una durata totale di 64 ore per offrirti un prodotto formativo fortemente interdisciplinare volto ad analizzare le metriche di sostenibilità e le informazioni che le imprese devono raccogliere per descrivere adeguatamente il proprio profilo ESG, anche nell’ottica di un più efficace accesso al mercato dei capitali e dei finanziamenti bancari;4;2023-11-10;;https://misom.unimi.it/formazione-a-catalogo/sostenibilita-finanza-e-impatto-sul-valore-di-impresa/;;;;https://misom.unimi.it/wp-content/uploads/sites/6/2023/05/Progetto-senza-titolo-2023-05-22T175601.034.png;https://misom.unimi.it/wp-content/uploads/sites/6/2021/11/cropped-cropped-Misom_logo_full.png;In presenza;8-12;;;Milano, viale ortles 22/4;45,4385141;9,2031942
;"Woliba Talks 2023
Brand Activism";Dalla salvaguardia ambientale alla lotta dei diritti fondamentali, l’impegno sociale delle aziende, aderenti a una politica di corporate social responsibility, è passato dalle parole ai fatti. Non è più sufficiente sposare una determinata causa, è necessario mettere in pratica progetti che portino ad azioni concrete: il brand activism.;4;2023-10-12;2023-10-13;https://24oreventi.ilsole24ore.com/woliba-talks-2023-brand-activism/;;;;https://api.24oreventi.ilsole24ore.com/files/8leh5r5qi-FOTOSALAPERLANDING.jpg;https://api.24oreventi.ilsole24ore.com/files/9l5whyhbn-logo.png;In presenza;8-9;;;"Woliba Life & Business Park,
Roma";41,9027835;12,4963655
;"INNOVATION DAYS 2023
Puglia";Quinta tappa in Puglia della quinta edizione del roadshow de Il Sole 24 Ore che, in collaborazione con Confindustria, mette sotto la lente d’ingrandimento le regioni italiane con i loro distretti industriali d’eccellenza. L’aumento dei costi delle materie prime e la crisi energetica, dovuti a una congiuntura che ha visto prima la pandemia di Covid-19 e, poi, la guerra in Ucraina, stanno mettendo a dura prova il sistema economico nazionale e la competitività delle regioni italiane rispetto a quelle europee e mondiali. Un momento storico nel quale è, perciò, quanto mai fondamentale la capacità di innovazione tecnologica delle nostre aziende: scopriamo a che punto è in Puglia, che con le sue 212.000 imprese vale il 4,5% del fatturato annuo nazionale.;4;2023-10-26;2023-10-27;https://24oreventi.ilsole24ore.com/ID2023-puglia/;;;;https://api.24oreventi.ilsole24ore.com/files/8lal7tty3-VillaRomanazzi.jpg;https://api.24oreventi.ilsole24ore.com/files/9l5whyhbn-logo.png;In presenza + online;8-9;;;"
Hotel Villa Romanazzi Carducci,
Bari";41,1163091;16,8596277
;"INNOVATION DAYS 2023
Lazio";Ultima tappa in Lazio della quinta edizione del roadshow de Il Sole 24 Ore che, in collaborazione con Confindustria, mette sotto la lente d’ingrandimento le regioni italiane con i loro distretti industriali d’eccellenza. L’aumento dei costi delle materie prime e la crisi energetica, dovuti a una congiuntura che ha visto prima la pandemia di Covid-19 e, poi, la guerra in Ucraina, stanno mettendo a dura prova il sistema economico nazionale e la competitività delle regioni italiane rispetto a quelle europee e mondiali. Un momento storico nel quale è, perciò, quanto mai fondamentale la capacità di innovazione tecnologica delle nostre aziende: scopriamo a che punto è nel Lazio.;4;2023-11-28;2023-11-29;https://24oreventi.ilsole24ore.com/ID2023-lazio/;;;;https://api.24oreventi.ilsole24ore.com/files/8lex1dsu9-auditorium_della_tecnica.jpg;https://api.24oreventi.ilsole24ore.com/files/9l5whyhbn-logo.png;In presenza + online;8-9;;;"Auditorium della Tecnica
Roma";41,8360133;12,4637404
;"Woliba Talks 2023
Finanziare la transizione energetica";La guerra in Ucraina con la conseguente necessità di ridurre la dipendenza da gas e petrolio russi ha portato in primo piano la priorità di quella transizione energetica verso fonti rinnovabili già ritenuta necessaria per contrastare il cambiamento climatico. Una vera rivoluzione nell’interesse collettivo che comporterà l’investimento di grandi capitali da parte delle aziende anche destinando a tali progetti parte dei dividendi per gli azionisti e richiederà il sostegno del settore finanziario come fattore necessario alla rivoluzione verde. Una sfida di equilibrio tra shareholders e stakeholders che aprirà le porte a nuove idee e, quindi, a nuove opportunità di crescita sostenibile nel lungo periodo.;4;2023-11-08;2023-11-09;https://24oreventi.ilsole24ore.com/woliba-talks-2023-finanziare-la-transizione-energetica/;;;;https://api.24oreventi.ilsole24ore.com/files/8leh5r5qi-FOTOSALAPERLANDING.jpg;https://api.24oreventi.ilsole24ore.com/files/9l5whyhbn-logo.png;In presenza;7;;;"Woliba Life & Business Park,
Roma";41,9027835;12,4963655
;"Woliba Talks 2023
Climate Change & Decarbonization";I processi produttivi messi in atto dall’uomo per il proprio sviluppo sono i medesimi che oggi mettono a rischio il futuro del Pianeta per effetto delle emissioni di anidride carbonica e altri gas serra, causa del cambiamento climatico al quale stiamo assistendo. L’Unione Europea con l’Accordo di Parigi 2015 si è data l’obiettivo di raggiungere la neutralità climatica - il punto di equilibrio tra le emissioni di gas serra e la capacità della Terra di assorbirle - per il 2050. In questo contesto, ogni Paese membro (e così ogni impresa e cittadino) ha il dovere di adottare misure di sostenibilità, una fra tutte la decarbonizzazione. Discuteremo degli effetti, positivi ma anche negativi che tale transizione avrà sulle imprese e sui lavoratori.;4;2023-12-14;2023-12-15;https://24oreventi.ilsole24ore.com/woliba-talks-2023-climate-change-decarbonization/;;;;https://api.24oreventi.ilsole24ore.com/files/8leh5r5qi-FOTOSALAPERLANDING.jpg;https://api.24oreventi.ilsole24ore.com/files/9l5whyhbn-logo.png;In presenza;13;;;"Woliba Life & Business Park,
Roma";41,9027835;12,4963655
